Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,X10,CIK
THW,Tekla World Healthcare Fund,13.5,410401390.5,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/thw,NA,NA
TDOC,"Teladoc, Inc.",37.15,2271572228.25,n/a,2015,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/tdoc,NA,1477449
TLRA,"Telaria, Inc.",4.61,236064127.09,n/a,2013,Technology,Advertising,https://www.nasdaq.com/symbol/tlra,NA,1375796
TEO,Telecom Argentina Stet - France Telecom S.A.,34.3,6648434890.3,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/teo,NA,932470
TI,Telecom Italia S.P.A.,8.72,18370563424.08,n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ti,NA,948642
TI.A,Telecom Italia S.P.A.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ti.a,NA,NA
TDY,Teledyne Technologies Incorporated,193.5,6856960234.5,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tdy,NA,1094285
TFX,Teleflex Incorporated,267.89,12068248136.63,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tfx,NA,96943
VIV,Telefonica Brasil S.A.,16.45,27779012615.2,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/viv,NA,1066119
TEF,Telefonica SA,9.43,48961801798.98,n/a,1988,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tef,NA,814052
TDA,"Telephone and Data Systems, Inc.",24.69,0,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tda,NA,96966
TDE,"Telephone and Data Systems, Inc.",24.58,0,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tde,NA,96966
TDI,"Telephone and Data Systems, Inc.",24.96,0,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tdi,NA,96966
TDJ,"Telephone and Data Systems, Inc.",25.22,0,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tdj,NA,96966
TDS,"Telephone and Data Systems, Inc.",25.68,2845009672.08,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tds,NA,1051512
TU,TELUS Corporation,36.15,21493817275.8,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tu,NA,868675
TDF,"Templeton Dragon Fund, Inc.",22.76,779049559.16,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdf,NA,NA
EMF,Templeton Emerging Markets Fund,17.37,312824320.2,n/a,1987,n/a,n/a,https://www.nasdaq.com/symbol/emf,NA,NA
TEI,"Templeton Emerging Markets Income Fund, Inc.",11.75,563981411.5,n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/tei,NA,NA
GIM,"Templeton Global Income Fund, Inc.",6.34,850473961.72,n/a,1988,n/a,n/a,https://www.nasdaq.com/symbol/gim,NA,NA
TPX,"Tempur Sealy International, Inc.",54.2,2936590091.8,n/a,2003,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/tpx,NA,1206264
TS,Tenaris S.A.,33.88,19998293900.2,n/a,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/ts,NA,1190723
THC,Tenet Healthcare Corporation,19.5,1968268945.5,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/thc,NA,70318
TNC,Tennant Company,62.3,1112151004.3,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tnc,NA,97134
TEN,Tenneco Inc.,55.32,2853879194.52,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ten,NA,1024725
TVC,Tennessee Valley Authority,25.03,0,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/tvc,NA,1376986
TVE,Tennessee Valley Authority,25.3,0,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/tve,NA,1376986
TDC,Teradata Corporation,36.71,444191e4,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/tdc,NA,816761
TER,"Teradyne, Inc.",43.31,8495591286.3,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ter,NA,97210
TEX,Terex Corporation,41.03,3450623e3,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/tex,NA,97216
TX,Ternium S.A.,36.67,7198602515.59,n/a,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/tx,NA,1342874
TNH,"Terra Nitrogen Company, L.P.",83.9,1552282226.4,n/a,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/tnh,NA,879575
TRNO,Terreno Realty Corporation,33.86,1878189245.18,n/a,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/trno,NA,1476150
TTI,"Tetra Technologies, Inc.",3.69,427625786.43,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tti,NA,844965
TEVA,Teva Pharmaceutical Industries Limited,20.9,21252732205.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/teva,NA,818686
TPL,Texas Pacific Land Trust,505.74,3964517101.08,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tpl,NA,97517
TGH,Textainer Group Holdings Limited,16.65,946405647,n/a,2007,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/tgh,NA,1413159
TXT,Textron Inc.,60.33,15892149594.84,n/a,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/txt,NA,217346
AES,The AES Corporation,10.45,6901039614.7,n/a,n/a,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/aes,NA,874761
BX,The Blackstone Group L.P.,34.51,40548005810.97,n/a,2007,Finance,Investment Managers,https://www.nasdaq.com/symbol/bx,NA,1393818
CEE,"The Central and Eastern Europe Fund, Inc.",25.98,193624029.78,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cee,NA,NA
SCHW,The Charles Schwab Corporation,52.17,69937869535.92,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/schw,NA,316709
SCHW^C,The Charles Schwab Corporation,25.56,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/schw^c,NA,NA
SCHW^D,The Charles Schwab Corporation,25.65,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/schw^d,NA,NA
COO,"The Cooper Companies, Inc.",232.47,11396000906.01,n/a,n/a,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/coo,NA,711404
SRV,The Cushing MLP Total Return Fund,12.15,81821769.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srv,NA,NA
GRX,The Gabelli Healthcare & Wellness Trust,10.17,201455129.88,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grx,NA,1391437
GRX^A,The Gabelli Healthcare & Wellness Trust,25.437,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grx^a,NA,NA
GRX^B,The Gabelli Healthcare & Wellness Trust,25.72,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grx^b,NA,NA
GDL,The GDL Fund,9.68,176647919.36,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/gdl,NA,NA
GDL^B,The GDL Fund,50.4,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdl^b,NA,NA
THG,"The Hanover Insurance Group, Inc.",111.4,4731714443,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/thg,NA,944695
THGA,"The Hanover Insurance Group, Inc.",25.2,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/thga,NA,944695
MSG,The Madison Square Garden Company,226.98,5346503912.88,n/a,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg,NA,1636519
RUBI,"The Rubicon Project, Inc.",1.74,86637020.34,n/a,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/rubi,NA,1595974
TRV,"The Travelers Companies, Inc.",141.16,38634909856.16,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/trv,NA,86312
TMO,Thermo Fisher Scientific Inc,210.61,84453632137.77,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tmo,NA,97745
THR,"Thermon Group Holdings, Inc.",21.96,712916357.4,n/a,2011,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/thr,NA,1489096
TPRE,Third Point Reinsurance Ltd.,14.15,1519475180.75,n/a,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/tpre,NA,1576018
TSLF,THL Credit Senior Loan Fund,16.95,125751880.5,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/tslf,NA,NA
TCRX,"THL Credit, Inc.",25.3279,0,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/tcrx,NA,1464963
TCRZ,"THL Credit, Inc.",25.6048,0,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/tcrz,NA,NA
TRI,Thomson Reuters Corp,40.13,28464292630.92,n/a,n/a,Consumer Services,Publishing,https://www.nasdaq.com/symbol/tri,NA,1075124
THO,"Thor Industries, Inc.",124.83,6577837582.95,n/a,n/a,Consumer Non-Durables,Homebuilding,https://www.nasdaq.com/symbol/tho,NA,730263
TDW,Tidewater Inc.,25.24,597134785.28,n/a,2017,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/tdw,NA,98222
TDW.WS.A,Tidewater Inc.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdw.ws.a,NA,NA
TDW.WS.B,Tidewater Inc.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdw.ws.b,NA,NA
TIER,"TIER REIT, Inc.",19.25,920024509.25,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tier,NA,1176373
TIF,Tiffany & Co.,101.47,12610428691.23,n/a,1987,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/tif,NA,98246
TLYS,"Tilly&#39;s, Inc.",13.52,390008614.32,n/a,2012,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tlys,NA,1524025
TSU,TIM Participacoes S.A.,21.73,10521807136.35,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tsu,NA,1066116
TWX,Time Warner Inc.,95.37,743886e5,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/twx,NA,1105705
TKR,Timken Company (The),45,3492770490,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/tkr,NA,98362
TMST,Timken Steel Corporation,17.68,785728318.96,n/a,2014,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/tmst,NA,1598428
TWI,"Titan International, Inc.",11.91,711184021.44,n/a,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/twi,NA,899751
TJX,"TJX Companies, Inc. (The)",77.88,49243719089.4,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tjx,NA,109198
TOL,"Toll Brothers, Inc.",47.07,7236142316.91,n/a,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tol,NA,794170
TR,"Tootsie Roll Industries, Inc.",34.85,2194285537.45,n/a,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/tr,NA,98677
BLD,TopBuild Corp.,74.5,2650661575,n/a,2015,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bld,NA,1633931
TMK,Torchmark Corporation,86.65,10003467992.8,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/tmk,NA,320335
TMK^C,Torchmark Corporation,26.16,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tmk^c,NA,NA
TTC,Toro Company (The),63.07,6760717885.46,n/a,n/a,Capital Goods,Tools/Hardware,https://www.nasdaq.com/symbol/ttc,NA,737758
TD,Toronto Dominion Bank (The),57.81,106563995052.96,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/td,NA,947263
NDP,"Tortoise Energy Independence Fund, Inc.",12.71,185040682.99,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/ndp,NA,NA
TYG,Tortoise Energy Infrastructure Corporation,30.15,1480168271.25,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/tyg,NA,1268533
NTG,"Tortoise MLP Fund, Inc.",19.19,905015771.19,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/ntg,NA,1057693
TTP,"Tortoise Pipeline & Energy Fund, Inc.",18.47,185003148.11,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/ttp,NA,1526329
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",19.54,135829046.82,n/a,2009,n/a,n/a,https://www.nasdaq.com/symbol/tpz,NA,NA
TOT,Total S.A.,57.13,144413211600.54,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tot,NA,879764
TSS,"Total System Services, Inc.",87.08,16009328140.96,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tss,NA,721683
TOWR,"Tower International, Inc.",27.4,562479173.8,n/a,2010,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/towr,NA,1485469
TSQ,"Townsquare Media, Inc.",7.01,129534032.64,n/a,2014,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tsq,NA,1499832
TM,Toyota Motor Corp Ltd Ord,136.2,200098332558.6,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/tm,NA,1094517
TPGE,TPG Pace Energy Holdings Corp.,9.69,157462500,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/tpge,NA,NA
TPGE.U,TPG Pace Energy Holdings Corp.,n/a,0,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/tpge.u,NA,1698990
TPGE.WS,TPG Pace Energy Holdings Corp.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tpge.ws,NA,NA
TPGH,TPG Pace Holdings Corp.,9.79,550687500,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/tpgh,NA,1698991
TPGH.U,TPG Pace Holdings Corp.,n/a,0,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/tpgh.u,NA,NA
TPGH.WS,TPG Pace Holdings Corp.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tpgh.ws,NA,NA
TRTX,"TPG RE Finance Trust, Inc.",18.94,1152145352.32,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/trtx,NA,1630472
TSLX,"TPG Specialty Lending, Inc.",18.36,1105728686.64,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/tslx,NA,1508655
TAC,TransAlta Corporation,5.2,1497098028.4,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/tac,NA,1144800
TRP,TransCanada Corporation,45.75,40322933700,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/trp,NA,1232384
TCI,"Transcontinental Realty Investors, Inc.",29.13,253948552.71,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tci,NA,733590
TDG,Transdigm Group Incorporated,298.35,15572768790.15,n/a,2006,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/tdg,NA,1260221
TLP,TransMontaigne Partners L.P.,38.65,639986913.95,n/a,2005,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/tlp,NA,1319229
RIG,Transocean Ltd.,9.09,4164814540.53,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rig,NA,1451505
TGS,Transportadora De Gas Sa Ord B,22,3495779232,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tgs,NA,930689
TRU,TransUnion,58.45,1073142e4,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tru,NA,1552033
TVPT,Travelport Worldwide Limited,13.22,1656675669.2,n/a,2014,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/tvpt,NA,1424755
TREC,Trecora Resources,12.2,30744e4,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/trec,NA,7039
TG,Tredegar Corporation,16.8,554852440.8,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/tg,NA,850429
THS,"Treehouse Foods, Inc.",38.28,2190197243.52,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ths,NA,1320695
TREX,"Trex Company, Inc.",112.61,3313536750.29,n/a,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/trex,NA,1069878
TY,Tri Continental Corporation,27.29,1525461168.46,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ty,NA,99614
TY^,Tri Continental Corporation,48.82,0,n/a,n/a,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/ty^,NA,99614
TPH,"TRI Pointe Group, Inc.",17.75,2670175472.75,n/a,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/tph,NA,1561680
TCAP,Triangle Capital Corporation,11.18,533742501.76,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/tcap,NA,1379785
TCCA,Triangle Capital Corporation,25.22,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tcca,NA,1379785
TCCB,Triangle Capital Corporation,25.1373,0,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/tccb,NA,1379785
TRCO,Tribune Media Company,42.45,3706165127.55,n/a,2014,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/trco,NA,726513
TNET,"TriNet Group, Inc.",41.66,2894756514.84,n/a,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tnet,NA,937098
TRN,"Trinity Industries, Inc.",34.84,5288141495,n/a,n/a,Capital Goods,Railroads,https://www.nasdaq.com/symbol/trn,NA,99780
TSE,Trinseo S.A.,81.05,3542265043.45,n/a,2014,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/tse,NA,1519061
TPVG,TriplePoint Venture Growth BDC Corp.,12.34,218556010.56,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/tpvg,NA,1580345
TPVY,TriplePoint Venture Growth BDC Corp.,25.2,0,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/tpvy,NA,NA
GTS,Triple-S Management Corporation,25.48,609025686.36,n/a,2007,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/gts,NA,1171662
TRTN,Triton International Limited,28.17,2272974114.69,n/a,2016,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/trtn,NA,1660734
TGI,"Triumph Group, Inc.",27.75,1378399137.75,n/a,1996,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/tgi,NA,1021162
TROX,Tronox Limited,20.97,2511825625.17,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/trox,NA,1530804
TBI,"TrueBlue, Inc.",28.45,1176734874.15,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/tbi,NA,768899
TNP,Tsakos Energy Navigation Ltd,3.4,288614382.2,n/a,2002,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tnp,NA,1166663
TNP^B,Tsakos Energy Navigation Ltd,25.042,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^b,NA,NA
TNP^C,Tsakos Energy Navigation Ltd,25.1,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^c,NA,NA
TNP^D,Tsakos Energy Navigation Ltd,24.9502,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^d,NA,NA
TNP^E,Tsakos Energy Navigation Ltd,25.39,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tnp^e,NA,NA
TUP,Tupperware Brands Corporation,50.95,2592716647.45,n/a,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/tup,NA,1008654
TKC,Turkcell Iletisim Hizmetleri AS,10.25,902e7,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tkc,NA,1071321
TPB,"Turning Point Brands, Inc.",21.41,411281668.13,n/a,2016,Consumer Non-Durables,Tobacco,https://www.nasdaq.com/symbol/tpb,NA,1290677
TRQ,Turquoise Hill Resources Ltd.,2.88,5795465670.72,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/trq,NA,1158041
TPC,Tutor Perini Corporation,22.55,1122561775.5,n/a,n/a,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,https://www.nasdaq.com/symbol/tpc,NA,77543
TWLO,Twilio Inc.,33.09,3078353269.35,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/twlo,NA,1447669
TWTR,"Twitter, Inc.",33.06,24556755523.38,n/a,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/twtr,NA,1418091
TWO,Two Harbors Investments Corp,15.68,2736106484.16,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/two,NA,1465740
TWO^A,Two Harbors Investments Corp,25.95,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/two^a,NA,NA
TWO^B,Two Harbors Investments Corp,25.04,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/two^b,NA,NA
TWO^C,Two Harbors Investments Corp,23.89,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/two^c,NA,NA
TYL,"Tyler Technologies, Inc.",205.81,7731898687.59,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tyl,NA,860731
TSN,"Tyson Foods, Inc.",76.01,27934704783.48,n/a,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/tsn,NA,100493
USB,U.S. Bancorp,55.61,92284303741.26,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/usb,NA,36104
USB^A,U.S. Bancorp,904.38,0,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/usb^a,NA,NA
USB^H,U.S. Bancorp,22.1,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usb^h,NA,NA
USB^M,U.S. Bancorp,27.61,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usb^m,NA,NA
USB^O,U.S. Bancorp,24.359,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usb^o,NA,NA
USPH,"U.S. Physical Therapy, Inc.",76.1,957426428.2,n/a,1992,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/usph,NA,885978
SLCA,"U.S. Silica Holdings, Inc.",31.55,2562752959.65,n/a,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/slca,NA,1524741
UBS,UBS AG,19.21,71476472968.13,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/ubs,NA,1610520
UGI,UGI Corporation,43.7,7560725390.7,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/ugi,NA,884614
UGP,Ultrapar Participacoes S.A.,24.35,13548464087.6,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ugp,NA,1094972
UMH,"UMH Properties, Inc.",12.16,424709389.44,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/umh,NA,752642
UMH^B,"UMH Properties, Inc.",26,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/umh^b,NA,NA
UMH^C,"UMH Properties, Inc.",25.6,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/umh^c,NA,NA
UMH^D,"UMH Properties, Inc.",24.15,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/umh^d,NA,NA
UA,"Under Armour, Inc.",15.78,6969992167.68,n/a,2016,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ua,NA,1336917
UAA,"Under Armour, Inc.",17.36,7667874780.16,n/a,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/uaa,NA,1336917
UFI,"Unifi, Inc.",34.94,639318213.88,n/a,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/ufi,NA,100726
UNF,Unifirst Corporation,155.95,3164241250.95,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/unf,NA,717954
